card_id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability,action,cost_dust,mechanic
AT_028,ROGUE,MINION,Shado-Pan Rider,TGT,<b>Combo:</b> Gain +3 Attack.,5.0,3.0,7.0,COMMON,1.0,"He needed a break after that business in the Vale of Eternal Blossoms. Naturally, he chose to spend his vacation in an icy snowscape killing monsters.",,,,,,,DISENCHANT_NORMAL,5,COMBO
AT_028,ROGUE,MINION,Shado-Pan Rider,TGT,<b>Combo:</b> Gain +3 Attack.,5.0,3.0,7.0,COMMON,1.0,"He needed a break after that business in the Vale of Eternal Blossoms. Naturally, he chose to spend his vacation in an icy snowscape killing monsters.",,,,,,,DISENCHANT_GOLDEN,50,COMBO
AT_030,ROGUE,MINION,Undercity Valiant,TGT,<b>Combo:</b> Deal 1 damage.,2.0,3.0,2.0,COMMON,1.0,Almost went to play for Stormwind before signing with Undercity.,,,,Deal 1 damage.,,,CRAFTING_NORMAL,40,COMBO
AT_030,ROGUE,MINION,Undercity Valiant,TGT,<b>Combo:</b> Deal 1 damage.,2.0,3.0,2.0,COMMON,1.0,Almost went to play for Stormwind before signing with Undercity.,,,,Deal 1 damage.,,,CRAFTING_GOLDEN,400,COMBO
AT_030,ROGUE,MINION,Undercity Valiant,TGT,<b>Combo:</b> Deal 1 damage.,2.0,3.0,2.0,COMMON,1.0,Almost went to play for Stormwind before signing with Undercity.,,,,Deal 1 damage.,,,DISENCHANT_NORMAL,5,COMBO
AT_030,ROGUE,MINION,Undercity Valiant,TGT,<b>Combo:</b> Deal 1 damage.,2.0,3.0,2.0,COMMON,1.0,Almost went to play for Stormwind before signing with Undercity.,,,,Deal 1 damage.,,,DISENCHANT_GOLDEN,50,COMBO
AT_032,ROGUE,MINION,Shady Dealer,TGT,"<b>Battlecry:</b> If you have a Pirate, gain +1/+1.",3.0,4.0,3.0,RARE,1.0,I have great deal for you... for 4 damage to your face!,,,,,,,CRAFTING_NORMAL,100,BATTLECRY
AT_032,ROGUE,MINION,Shady Dealer,TGT,"<b>Battlecry:</b> If you have a Pirate, gain +1/+1.",3.0,4.0,3.0,RARE,1.0,I have great deal for you... for 4 damage to your face!,,,,,,,CRAFTING_GOLDEN,800,BATTLECRY
AT_032,ROGUE,MINION,Shady Dealer,TGT,"<b>Battlecry:</b> If you have a Pirate, gain +1/+1.",3.0,4.0,3.0,RARE,1.0,I have great deal for you... for 4 damage to your face!,,,,,,,DISENCHANT_NORMAL,20,BATTLECRY
AT_032,ROGUE,MINION,Shady Dealer,TGT,"<b>Battlecry:</b> If you have a Pirate, gain +1/+1.",3.0,4.0,3.0,RARE,1.0,I have great deal for you... for 4 damage to your face!,,,,,,,DISENCHANT_GOLDEN,100,BATTLECRY
AT_036,ROGUE,MINION,Anub'arak,TGT,<b>Deathrattle:</b> Return this to your hand and summon a 4/4 Nerubian.,9.0,8.0,4.0,LEGENDARY,1.0,"Was actually a pretty nice guy before, you know, the whole Lich King thing.",,,,,,,CRAFTING_NORMAL,1600,DEATHRATTLE
AT_036,ROGUE,MINION,Anub'arak,TGT,<b>Deathrattle:</b> Return this to your hand and summon a 4/4 Nerubian.,9.0,8.0,4.0,LEGENDARY,1.0,"Was actually a pretty nice guy before, you know, the whole Lich King thing.",,,,,,,CRAFTING_GOLDEN,3200,DEATHRATTLE
AT_036,ROGUE,MINION,Anub'arak,TGT,<b>Deathrattle:</b> Return this to your hand and summon a 4/4 Nerubian.,9.0,8.0,4.0,LEGENDARY,1.0,"Was actually a pretty nice guy before, you know, the whole Lich King thing.",,,,,,,DISENCHANT_NORMAL,400,DEATHRATTLE
AT_036,ROGUE,MINION,Anub'arak,TGT,<b>Deathrattle:</b> Return this to your hand and summon a 4/4 Nerubian.,9.0,8.0,4.0,LEGENDARY,1.0,"Was actually a pretty nice guy before, you know, the whole Lich King thing.",,,,,,,DISENCHANT_GOLDEN,1600,DEATHRATTLE
AT_037,DRUID,SPELL,Living Roots,TGT,<b>Choose One -</b> Deal $2 damage; or Summon two 1/1 Saplings.,1.0,,,COMMON,1.0,2 out of 2 saplings recommend that you summon the saplings.,,,,,,,CRAFTING_NORMAL,40,CHOOSE_ONE
AT_037,DRUID,SPELL,Living Roots,TGT,<b>Choose One -</b> Deal $2 damage; or Summon two 1/1 Saplings.,1.0,,,COMMON,1.0,2 out of 2 saplings recommend that you summon the saplings.,,,,,,,CRAFTING_GOLDEN,400,CHOOSE_ONE
AT_037,DRUID,SPELL,Living Roots,TGT,<b>Choose One -</b> Deal $2 damage; or Summon two 1/1 Saplings.,1.0,,,COMMON,1.0,2 out of 2 saplings recommend that you summon the saplings.,,,,,,,DISENCHANT_NORMAL,5,CHOOSE_ONE
AT_037,DRUID,SPELL,Living Roots,TGT,<b>Choose One -</b> Deal $2 damage; or Summon two 1/1 Saplings.,1.0,,,COMMON,1.0,2 out of 2 saplings recommend that you summon the saplings.,,,,,,,DISENCHANT_GOLDEN,50,CHOOSE_ONE
AT_038,DRUID,MINION,Darnassus Aspirant,TGT,"<b>Battlecry:</b> Gain an empty Mana Crystal.
<b>Deathrattle:</b> Lose a Mana Crystal.",2.0,2.0,3.0,RARE,1.0,"She loves mana crystals, she hates mana crystals.   So fickle!",,,,,,,CRAFTING_NORMAL,100,BATTLECRY
AT_038,DRUID,MINION,Darnassus Aspirant,TGT,"<b>Battlecry:</b> Gain an empty Mana Crystal.
<b>Deathrattle:</b> Lose a Mana Crystal.",2.0,2.0,3.0,RARE,1.0,"She loves mana crystals, she hates mana crystals.   So fickle!",,,,,,,CRAFTING_NORMAL,100,DEATHRATTLE
AT_038,DRUID,MINION,Darnassus Aspirant,TGT,"<b>Battlecry:</b> Gain an empty Mana Crystal.
<b>Deathrattle:</b> Lose a Mana Crystal.",2.0,2.0,3.0,RARE,1.0,"She loves mana crystals, she hates mana crystals.   So fickle!",,,,,,,CRAFTING_GOLDEN,800,BATTLECRY
AT_038,DRUID,MINION,Darnassus Aspirant,TGT,"<b>Battlecry:</b> Gain an empty Mana Crystal.
<b>Deathrattle:</b> Lose a Mana Crystal.",2.0,2.0,3.0,RARE,1.0,"She loves mana crystals, she hates mana crystals.   So fickle!",,,,,,,CRAFTING_GOLDEN,800,DEATHRATTLE
AT_038,DRUID,MINION,Darnassus Aspirant,TGT,"<b>Battlecry:</b> Gain an empty Mana Crystal.
<b>Deathrattle:</b> Lose a Mana Crystal.",2.0,2.0,3.0,RARE,1.0,"She loves mana crystals, she hates mana crystals.   So fickle!",,,,,,,DISENCHANT_NORMAL,20,BATTLECRY
AT_038,DRUID,MINION,Darnassus Aspirant,TGT,"<b>Battlecry:</b> Gain an empty Mana Crystal.
<b>Deathrattle:</b> Lose a Mana Crystal.",2.0,2.0,3.0,RARE,1.0,"She loves mana crystals, she hates mana crystals.   So fickle!",,,,,,,DISENCHANT_NORMAL,20,DEATHRATTLE
AT_038,DRUID,MINION,Darnassus Aspirant,TGT,"<b>Battlecry:</b> Gain an empty Mana Crystal.
<b>Deathrattle:</b> Lose a Mana Crystal.",2.0,2.0,3.0,RARE,1.0,"She loves mana crystals, she hates mana crystals.   So fickle!",,,,,,,DISENCHANT_GOLDEN,100,BATTLECRY
AT_038,DRUID,MINION,Darnassus Aspirant,TGT,"<b>Battlecry:</b> Gain an empty Mana Crystal.
<b>Deathrattle:</b> Lose a Mana Crystal.",2.0,2.0,3.0,RARE,1.0,"She loves mana crystals, she hates mana crystals.   So fickle!",,,,,,,DISENCHANT_GOLDEN,100,DEATHRATTLE
AT_039,DRUID,MINION,Savage Combatant,TGT,"<b>Inspire:</b> Give your hero
+2 Attack this turn.",4.0,5.0,4.0,RARE,1.0,Maybe if you whistle a tune it will soothe him.  Yeah...  Try that.,BEAST,,,,,,CRAFTING_NORMAL,100,INSPIRE
AT_039,DRUID,MINION,Savage Combatant,TGT,"<b>Inspire:</b> Give your hero
+2 Attack this turn.",4.0,5.0,4.0,RARE,1.0,Maybe if you whistle a tune it will soothe him.  Yeah...  Try that.,BEAST,,,,,,CRAFTING_GOLDEN,800,INSPIRE
AT_039,DRUID,MINION,Savage Combatant,TGT,"<b>Inspire:</b> Give your hero
+2 Attack this turn.",4.0,5.0,4.0,RARE,1.0,Maybe if you whistle a tune it will soothe him.  Yeah...  Try that.,BEAST,,,,,,DISENCHANT_NORMAL,20,INSPIRE
AT_039,DRUID,MINION,Savage Combatant,TGT,"<b>Inspire:</b> Give your hero
+2 Attack this turn.",4.0,5.0,4.0,RARE,1.0,Maybe if you whistle a tune it will soothe him.  Yeah...  Try that.,BEAST,,,,,,DISENCHANT_GOLDEN,100,INSPIRE
AT_040,DRUID,MINION,Wildwalker,TGT,<b>Battlecry:</b> Give a friendly Beast +3 Health.,4.0,4.0,4.0,COMMON,1.0,She was born to be something.  She is just not quite sure what yet...,,,,,,,CRAFTING_NORMAL,40,BATTLECRY
AT_040,DRUID,MINION,Wildwalker,TGT,<b>Battlecry:</b> Give a friendly Beast +3 Health.,4.0,4.0,4.0,COMMON,1.0,She was born to be something.  She is just not quite sure what yet...,,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
AT_040,DRUID,MINION,Wildwalker,TGT,<b>Battlecry:</b> Give a friendly Beast +3 Health.,4.0,4.0,4.0,COMMON,1.0,She was born to be something.  She is just not quite sure what yet...,,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
AT_040,DRUID,MINION,Wildwalker,TGT,<b>Battlecry:</b> Give a friendly Beast +3 Health.,4.0,4.0,4.0,COMMON,1.0,She was born to be something.  She is just not quite sure what yet...,,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
AT_042,DRUID,MINION,Druid of the Saber,TGT,<b>Choose One -</b> Transform to gain <b>Charge</b>; or +1/+1 and <b>Stealth</b>.,2.0,2.0,1.0,COMMON,1.0,"That's saberTEETH, not like curved pirate blades.  That's a different kind of druid.  Druid of the Curved Pirate Blades.",,,,,,,CRAFTING_NORMAL,40,CHOOSE_ONE
AT_042,DRUID,MINION,Druid of the Saber,TGT,<b>Choose One -</b> Transform to gain <b>Charge</b>; or +1/+1 and <b>Stealth</b>.,2.0,2.0,1.0,COMMON,1.0,"That's saberTEETH, not like curved pirate blades.  That's a different kind of druid.  Druid of the Curved Pirate Blades.",,,,,,,CRAFTING_GOLDEN,400,CHOOSE_ONE
AT_042,DRUID,MINION,Druid of the Saber,TGT,<b>Choose One -</b> Transform to gain <b>Charge</b>; or +1/+1 and <b>Stealth</b>.,2.0,2.0,1.0,COMMON,1.0,"That's saberTEETH, not like curved pirate blades.  That's a different kind of druid.  Druid of the Curved Pirate Blades.",,,,,,,DISENCHANT_NORMAL,5,CHOOSE_ONE
AT_042,DRUID,MINION,Druid of the Saber,TGT,<b>Choose One -</b> Transform to gain <b>Charge</b>; or +1/+1 and <b>Stealth</b>.,2.0,2.0,1.0,COMMON,1.0,"That's saberTEETH, not like curved pirate blades.  That's a different kind of druid.  Druid of the Curved Pirate Blades.",,,,,,,DISENCHANT_GOLDEN,50,CHOOSE_ONE
AT_042t,DRUID,MINION,Sabertooth Lion,TGT,<b>Charge</b>,2.0,2.0,1.0,COMMON,,,BEAST,,,,,,CRAFTING_NORMAL,40,CHARGE
AT_042t,DRUID,MINION,Sabertooth Lion,TGT,<b>Charge</b>,2.0,2.0,1.0,COMMON,,,BEAST,,,,,,CRAFTING_GOLDEN,400,CHARGE
AT_042t,DRUID,MINION,Sabertooth Lion,TGT,<b>Charge</b>,2.0,2.0,1.0,COMMON,,,BEAST,,,,,,DISENCHANT_NORMAL,5,CHARGE
AT_042t,DRUID,MINION,Sabertooth Lion,TGT,<b>Charge</b>,2.0,2.0,1.0,COMMON,,,BEAST,,,,,,DISENCHANT_GOLDEN,50,CHARGE
AT_042t2,DRUID,MINION,Sabertooth Panther,TGT,<b>Stealth</b>,2.0,3.0,2.0,COMMON,,,BEAST,,,,,,CRAFTING_NORMAL,40,STEALTH
AT_042t2,DRUID,MINION,Sabertooth Panther,TGT,<b>Stealth</b>,2.0,3.0,2.0,COMMON,,,BEAST,,,,,,CRAFTING_GOLDEN,400,STEALTH
AT_042t2,DRUID,MINION,Sabertooth Panther,TGT,<b>Stealth</b>,2.0,3.0,2.0,COMMON,,,BEAST,,,,,,DISENCHANT_NORMAL,5,STEALTH
AT_042t2,DRUID,MINION,Sabertooth Panther,TGT,<b>Stealth</b>,2.0,3.0,2.0,COMMON,,,BEAST,,,,,,DISENCHANT_GOLDEN,50,STEALTH
AT_045,DRUID,MINION,Aviana,TGT,Your minions cost (1).,9.0,5.0,5.0,LEGENDARY,1.0,"Call her ""Tweety"".  She'll find it real funny.  I PROMISE.",,,,,,,CRAFTING_NORMAL,1600,AURA
AT_045,DRUID,MINION,Aviana,TGT,Your minions cost (1).,9.0,5.0,5.0,LEGENDARY,1.0,"Call her ""Tweety"".  She'll find it real funny.  I PROMISE.",,,,,,,CRAFTING_GOLDEN,3200,AURA
AT_045,DRUID,MINION,Aviana,TGT,Your minions cost (1).,9.0,5.0,5.0,LEGENDARY,1.0,"Call her ""Tweety"".  She'll find it real funny.  I PROMISE.",,,,,,,DISENCHANT_NORMAL,400,AURA
AT_045,DRUID,MINION,Aviana,TGT,Your minions cost (1).,9.0,5.0,5.0,LEGENDARY,1.0,"Call her ""Tweety"".  She'll find it real funny.  I PROMISE.",,,,,,,DISENCHANT_GOLDEN,1600,AURA
AT_046,SHAMAN,MINION,Tuskarr Totemic,TGT,<b>Battlecry:</b> Summon a random basic Totem.,3.0,3.0,2.0,COMMON,1.0,Turns out the tuskarr aren't real choosy about their totems.,,,,,,,CRAFTING_NORMAL,40,BATTLECRY
AT_046,SHAMAN,MINION,Tuskarr Totemic,TGT,<b>Battlecry:</b> Summon a random basic Totem.,3.0,3.0,2.0,COMMON,1.0,Turns out the tuskarr aren't real choosy about their totems.,,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
AT_046,SHAMAN,MINION,Tuskarr Totemic,TGT,<b>Battlecry:</b> Summon a random basic Totem.,3.0,3.0,2.0,COMMON,1.0,Turns out the tuskarr aren't real choosy about their totems.,,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
AT_046,SHAMAN,MINION,Tuskarr Totemic,TGT,<b>Battlecry:</b> Summon a random basic Totem.,3.0,3.0,2.0,COMMON,1.0,Turns out the tuskarr aren't real choosy about their totems.,,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
AT_047,SHAMAN,MINION,Draenei Totemcarver,TGT,<b>Battlecry:</b> Gain +1/+1 for each friendly Totem.,4.0,4.0,4.0,RARE,1.0,It's nice to find a real craftsman in this day and age of mass-produced totems.,,,,,,,CRAFTING_NORMAL,100,BATTLECRY
AT_047,SHAMAN,MINION,Draenei Totemcarver,TGT,<b>Battlecry:</b> Gain +1/+1 for each friendly Totem.,4.0,4.0,4.0,RARE,1.0,It's nice to find a real craftsman in this day and age of mass-produced totems.,,,,,,,CRAFTING_GOLDEN,800,BATTLECRY
